Era 1
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.43
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -57.81
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -57.69
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.75
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.99
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -61.07
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -58.74
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -54.29
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -68.94
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.24
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.75
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -60.14
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -59.67
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -55.16
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -69.08
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -63.98
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -62.18
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.77
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.82
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.81
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.83
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.52
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -53.93
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -68.77
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.34
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.14
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -52.93
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.86
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -58.70
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -56.22
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -61.00
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -68.11
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.74
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.94
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.97
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.26
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -54.25
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.67
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.60
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.97
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -55.77
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.04
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.22
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -61.79
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -63.30
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -59.31
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -57.74
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -60.29
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.19
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.83
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.08
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -59.47
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -58.56




Era 18
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.40
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -61.15
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.33
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -63.43
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.45
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.59
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.20
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -62.13
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -70.69
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.40
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.03
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.78
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.68
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.15
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -52.65
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.67
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.28
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -60.15
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -60.27
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.30
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.45
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.40
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.06
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -58.85
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.63
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -52.87
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.39
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.57
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.49
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.43
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.98
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.63
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.53
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.04
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.27
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -61.91
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -66.43
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -52.57
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.45
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -72.67
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.54
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.02
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -62.94
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.39
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -63.07
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.68
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.61
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.68
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -68.12
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -82.40
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.57
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -60.40
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.71
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.86
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -66.88
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.66
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -66.43
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.42
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.75
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -73.46
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.53
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.37
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.19
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.53
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -52.98
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.11
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.82
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.67
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.55
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.71
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.78
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.53
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.77
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.05
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.82
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.11
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -94.68
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.03
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.10
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.15
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.43
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.03
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -52.69
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.83
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.16
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.39
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.87
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -61.33
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -76.53
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.93
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -60.56
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.11
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.12
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.59
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -52.89
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -214.21
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.80
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.00
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.22
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.37
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.40
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -61.15
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.33
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -63.43
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.45
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -55.59
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.20
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -62.13
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -70.69
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -54.40
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -54.03
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.78
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -55.68
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -57.15
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -52.65
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -54.67
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -56.28
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -60.15
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -60.27
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -56.30
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.45
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.40
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -54.06
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -58.85
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.63
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -52.87
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -53.39
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.57
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.49
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.43
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -53.98
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.63
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -54.53
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -54.04
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.27
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -61.91
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -66.43
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -52.57
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -57.45
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -72.67
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.54
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.02
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -62.94
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.39
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -63.07
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -55.68
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.61
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -54.68
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -68.12
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -82.40
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -55.57
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -60.40
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.71
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -53.86
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -66.88
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.66
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -66.43
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.42
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.75
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -73.46
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -55.53
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.37
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -54.19
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -53.53
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -52.98
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -54.11
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.82
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -55.67
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -53.55
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.71
